name	layer	type	assoc_score	prior_score	path_score	total_score
ALB	transcriptomic	gene	1.0	0.192	1.0	0.5556000000000001
APOA2	transcriptomic	gene	0.9996659986639946	0.04895999999999999	1.0	0.4768444996659987
APOC1	transcriptomic	gene	0.9993319973279893	0.0	1.0	0.44983299933199733
UBC	transcriptomic	gene	0.998997995991984	0.0	1.0	0.449749498997996
ACADS	transcriptomic	gene	0.9986639946559787	0.0	1.0	0.4496659986639947
PPP2R1B	transcriptomic	gene	0.9983299933199733	0.0	1.0	0.4495824983299933
PPARGC1A	transcriptomic	gene	0.9979959919839679	0.0	1.0	0.449498997995992
ECI1	transcriptomic	gene	0.9976619906479626	0.0	1.0	0.4494154976619906
ABCA5	transcriptomic	gene	0.9973279893119572	0.0	1.0	0.44933199732798934
HMGCR	transcriptomic	gene	0.996993987975952	0.2	1.0	0.5592484969939879
FUOM	transcriptomic	gene	0.9966599866399466	0.0	1.0	0.44916499665998666
LDLR	transcriptomic	gene	0.9963259853039412	0.2	1.0	0.5590814963259854
ABCG1	transcriptomic	gene	0.9959919839679359	0.0	1.0	0.448997995991984
MID1IP1	transcriptomic	gene	0.9956579826319305	0.0	1.0	0.44891449565798264
UAP1	transcriptomic	gene	0.9953239812959251	0.0	1.0	0.4488309953239813
RORA	transcriptomic	gene	0.9949899799599199	0.0	1.0	0.44874749498998
PMVK	transcriptomic	gene	0.9946559786239145	0.0	1.0	0.4486639946559786
GAL3ST1	transcriptomic	gene	0.9943219772879092	0.0	1.0	0.44858049432197733
ABCA10	transcriptomic	gene	0.9939879759519038	0.0	1.0	0.44849699398797593
AMDHD2	transcriptomic	gene	0.9936539746158984	0.0	1.0	0.44841349365397465
IDI1	transcriptomic	gene	0.9933199732798931	0.0	1.0	0.44832999331997325
HMGCS2	transcriptomic	gene	0.9929859719438878	0.0	1.0	0.44824649298597197
CGA	transcriptomic	gene	0.9926519706078825	0.0	1.0	0.4481629926519706
NR1D1	transcriptomic	gene	0.9923179692718771	0.0	1.0	0.4480794923179693
MED11	transcriptomic	gene	0.9919839679358717	0.0	1.0	0.44799599198396794
PIK3C2G	transcriptomic	gene	0.9916499665998664	0.0	1.0	0.4479124916499666
PIK3R1	transcriptomic	gene	0.991315965263861	0.0	1.0	0.44782899131596526
PNPLA8	transcriptomic	gene	0.9909819639278558	0.0	1.0	0.4477454909819639
PMM1	transcriptomic	gene	0.9906479625918504	0.0	1.0	0.44766199064796264
ABCA9	transcriptomic	gene	0.990313961255845	0.0	1.0	0.44757849031396124
RENBP	transcriptomic	gene	0.9899799599198397	0.0	1.0	0.44749498997995996
ACOT2	transcriptomic	gene	0.9896459585838343	0.0	1.0	0.44741148964595856
ENPP7	transcriptomic	gene	0.9893119572478289	0.0	1.0	0.4473279893119573
PNPLA3	transcriptomic	gene	0.9889779559118237	0.0	1.0	0.44724448897795593
HSD17B14	transcriptomic	gene	0.9886439545758183	0.0	1.0	0.4471609886439546
ITPR1	transcriptomic	gene	0.988309953239813	0.0	1.0	0.44707748830995325
LPCAT4	transcriptomic	gene	0.9879759519038076	0.0	1.0	0.4469939879759519
PCYT2	transcriptomic	gene	0.9876419505678022	0.0	1.0	0.44691048764195057
CHD9	transcriptomic	gene	0.9873079492317969	0.0	1.0	0.44682698730794923
SCD	transcriptomic	gene	0.9869739478957916	0.0	1.0	0.44674348697394795
INPP5D	transcriptomic	gene	0.9866399465597863	0.0	1.0	0.44665998663994655
SLC22A5	transcriptomic	gene	0.9863059452237809	0.0	1.0	0.44657648630594526
PLA2R1	transcriptomic	gene	0.9859719438877755	0.0	1.0	0.44649298597194387
ACOT11	transcriptomic	gene	0.9856379425517702	0.0	1.0	0.4464094856379426
GPCPD1	transcriptomic	gene	0.9853039412157648	0.0	1.0	0.4463259853039412
OSBPL3	transcriptomic	gene	0.9849699398797596	0.0	1.0	0.4462424849699399
HSD17B1	transcriptomic	gene	0.9846359385437542	0.0	1.0	0.44615898463593856
B4GALT5	transcriptomic	gene	0.9843019372077488	0.0	1.0	0.4460754843019372
THEM4	transcriptomic	gene	0.9839679358717435	0.0	1.0	0.4459919839679359
ITPR2	transcriptomic	gene	0.9836339345357381	0.0	1.0	0.44590848363393454
B3GNT5	transcriptomic	gene	0.9832999331997327	0.0	1.0	0.4458249832999332
CYP8B1	transcriptomic	gene	0.9829659318637275	0.0	1.0	0.44574148296593186
ARSF	transcriptomic	gene	0.9826319305277221	0.0	1.0	0.44565798263193057
MIR33B	transcriptomic	gene	0.9822979291917168	0.0	1.0	0.4455744822979292
SBF2	transcriptomic	gene	0.9819639278557114	0.0	1.0	0.4454909819639279
ST6GALNAC3	transcriptomic	gene	0.981629926519706	0.0	1.0	0.4454074816299265
MYLIP	transcriptomic	gene	0.9812959251837008	0.0	1.0	0.4453239812959252
ITPR3	transcriptomic	gene	0.9809619238476954	0.0	1.0	0.44524048096192387
ACSL4	transcriptomic	gene	0.9806279225116901	0.0	1.0	0.4451569806279225
GDPD3	transcriptomic	gene	0.9802939211756847	0.0	1.0	0.4450734802939212
