name	layer	type	assoc_score	prior_score	path_score	total_score
ALB	transcriptomic	gene	0.9467834287638935	0.741668320809112	1.0	0.8446564957303719
APOA2	transcriptomic	gene	0.9750757830919502	0.14389669778611572	1.0	0.5188483394571644
APOC1	transcriptomic	gene	0.9770966655439542	0.05929137426025968	1.0	0.47229446693213417
UBC	transcriptomic	gene	0.9962950488379926	0.004292851554495939	1.0	0.446006039494274
PPP2R1B	transcriptomic	gene	0.9996631862579993	0.0008654177233392455	1.0	0.4448503845702995
ACADS	transcriptomic	gene	0.9973054900639946	0.0016904312164563134	1.0	0.44478479291225237
PPARGC1A	transcriptomic	gene	1.0	0.00016291883543019444	1.0	0.4445349549085724
ECI1	transcriptomic	gene	0.9976423038059953	0.0009750880250760498	1.0	0.44446222752637465
HMGCR	transcriptomic	gene	0.998989558773998	0.0003221338032189742	1.0	0.44439886517378796
FUOM	transcriptomic	gene	0.9969686763219939	0.001114869681117864	1.0	0.44439018900550864
ABCA5	transcriptomic	gene	0.9993263725159987	0.000146452328888763	1.0	0.444376111852938
LDLR	transcriptomic	gene	0.9983159312899966	0.0002978468085089816	1.0	0.4442356774025043
ABCG1	transcriptomic	gene	0.9986527450319973	2.5618358006507175e-05	1.0	0.4441592868726698
MID1IP1	transcriptomic	gene	0.997979117547996	0.0002778988761524859	1.0	0.44414974771963944
UAP1	transcriptomic	gene	0.9956214213539912	0.0005688071935347678	1.0	0.4437874309639619
RORA	transcriptomic	gene	0.9966318625799933	0.00012170417583503132	1.0	0.44376358289324025
PMVK	transcriptomic	gene	0.9949477938699899	0.0006479229130306311	1.0	0.4436816891450148
GAL3ST1	transcriptomic	gene	0.9959582350959919	1.6541344143442147e-05	1.0	0.44355546410141133
ABCA10	transcriptomic	gene	0.9952846076119906	2.353366662445642e-05	1.0	0.4434096537285671
IDI1	transcriptomic	gene	0.9932637251599865	0.0007420946543346774	1.0	0.44335976928796084
AMDHD2	transcriptomic	gene	0.9946109801279892	9.776383038641189e-05	1.0	0.44330119771199017
NR1D1	transcriptomic	gene	0.9939373526439879	0.00024578186757956064	1.0	0.44323373495843044
CGA	transcriptomic	gene	0.9942741663859885	5.5258852262925596e-06	1.0	0.443175106910901
MED11	transcriptomic	gene	0.9936005389019872	0.00020041701279521212	1.0	0.44313368476310566
PIK3C2G	transcriptomic	gene	0.9929269114179858	5.8849421153801075e-05	1.0	0.442905341104638
PNPLA8	transcriptomic	gene	0.9925900976759852	0.00014042473378596965	1.0	0.44287581322454456
PIK3R1	transcriptomic	gene	0.9919164701919838	0.0004060062813324247	1.0	0.4428736635322923
PMM1	transcriptomic	gene	0.9915796564499831	0.0004607772121672948	1.0	0.4428292443289782
ABCA9	transcriptomic	gene	0.9922532839339845	8.253645219141362e-05	1.0	0.44276880556988074
ACOT2	transcriptomic	gene	0.9902324014819804	0.0004676160460882465	1.0	0.442533653688267
RENBP	transcriptomic	gene	0.9912428427079825	2.8794915829338197e-05	1.0	0.4425144066661236
PNPLA3	transcriptomic	gene	0.9905692152239811	0.00020787367989139472	1.0	0.4424641998719355
