name	layer	type	assoc_score	prior_score	path_score	total_score
PPARGC1A	transcriptomic	gene	1.0	0.00016291883543019444	1.0	0.5556279639268578
PPP2R1B	transcriptomic	gene	0.9996631862579993	0.0008654177233392455	1.0	0.555865338156595
ABCA5	transcriptomic	gene	0.9993263725159987	0.000146452328888763	1.0	0.5554709504830613
HMGCR	transcriptomic	gene	0.998989558773998	0.0003221338032189742	1.0	0.5554741836400968
ABCG1	transcriptomic	gene	0.9986527450319973	2.5618358006507175e-05	1.0	0.5552675514995578
LDLR	transcriptomic	gene	0.9983159312899966	0.0002978468085089816	1.0	0.5553136944237809
MID1IP1	transcriptomic	gene	0.997979117547996	0.0002778988761524859	1.0	0.5552299811778445
ECI1	transcriptomic	gene	0.9976423038059953	0.0009750880250760498	1.0	0.5554649955235882
ACADS	transcriptomic	gene	0.9973054900639946	0.0016904312164563134	1.0	0.555708078332646
FUOM	transcriptomic	gene	0.9969686763219939	0.001114869681117864	1.0	0.5553774257076065
RORA	transcriptomic	gene	0.9966318625799933	0.00012170417583503132	1.0	0.5548611713181473
UBC	transcriptomic	gene	0.9962950488379926	0.004292851554495939	1.0	0.5566401670993297
GAL3ST1	transcriptomic	gene	0.9959582350959919	1.6541344143442147e-05	1.0	0.5546647372853952
UAP1	transcriptomic	gene	0.9956214213539912	0.0005688071935347678	1.0	0.5548353412757911
ABCA10	transcriptomic	gene	0.9952846076119906	2.353366662445642e-05	1.0	0.5545181499878309
PMVK	transcriptomic	gene	0.9949477938699899	0.0006479229130306311	1.0	0.5547208088213447
AMDHD2	transcriptomic	gene	0.9946109801279892	9.776383038641189e-05	1.0	0.5544014461752804
CGA	transcriptomic	gene	0.9942741663859885	5.5258852262925596e-06	1.0	0.5542856040347646
NR1D1	transcriptomic	gene	0.9939373526439879	0.00024578186757956064	1.0	0.5543175369731437
MED11	transcriptomic	gene	0.9936005389019872	0.00020041701279521212	1.0	0.5542225273172394
IDI1	transcriptomic	gene	0.9932637251599865	0.0007420946543346774	1.0	0.554388425437479
PIK3C2G	transcriptomic	gene	0.9929269114179858	5.8849421153801075e-05	1.0	0.5540099133911762
PNPLA8	transcriptomic	gene	0.9925900976759852	0.00014042473378596965	1.0	0.5539713215874571
ABCA9	transcriptomic	gene	0.9922532839339845	8.253645219141362e-05	1.0	0.5538707459640815
PIK3R1	transcriptomic	gene	0.9919164701919838	0.0004060062813324247	1.0	0.5539396628343662
PMM1	transcriptomic	gene	0.9915796564499831	0.0004607772121672948	1.0	0.5538891579720705
RENBP	transcriptomic	gene	0.9912428427079825	2.8794915829338197e-05	1.0	0.5536223183421424
ENPP7	transcriptomic	gene	0.9909060289659818	5.202752781760254e-05	1.0	0.5535577964492482
PNPLA3	transcriptomic	gene	0.9905692152239811	0.00020787367989139472	1.0	0.553552213907503
ACOT2	transcriptomic	gene	0.9902324014819804	0.0004676160460882465	1.0	0.5535928074609237
ITPR1	transcriptomic	gene	0.9898955877399798	1.7848956953579088e-05	1.0	0.5533180634786414
IGKV1-5	transcriptomic	gene	0.9895587739979791	0.0001500777061911445	1.0	0.3533019843134136
HSD17B14	transcriptomic	gene	0.9892219602559784	0.00037237605330451743	1.0	0.5533259360805749
LPCAT4	transcriptomic	gene	0.9888851465139777	2.1046467484433307e-05	1.0	0.5530949420997658
CHD9	transcriptomic	gene	0.9885483327719771	4.012710375894259e-05	1.0	0.5530285748843321
IGHV3-48	transcriptomic	gene	0.9882115190299764	5.584260783841213e-05	1.0	0.3529607120545895
INPP5D	transcriptomic	gene	0.9878747052879757	3.631102355190895e-05	1.0	0.5528771838522398
SLC22A5	transcriptomic	gene	0.987537891545975	7.5182399022254e-05	1.0	0.5528196125208932
PLA2R1	transcriptomic	gene	0.9872010778039744	5.79108388166676e-06	1.0	0.5527139244381638
ACOT11	transcriptomic	gene	0.9868642640619737	2.78241423278804e-06	1.0	0.5526377397534309
PCYT2	transcriptomic	gene	0.986527450319973	0.0008184980535435322	1.0	0.5529254325393467
GPCPD1	transcriptomic	gene	0.9861906365779723	6.851982737915881e-05	1.0	0.5525172613850512
OSBPL3	transcriptomic	gene	0.9858538228359717	7.24728594460393e-06	1.0	0.5524151816461912
IGHV1-69	transcriptomic	gene	0.985517009093971	4.712131953305922e-06	1.0	0.35233920741286157
IGLC1	transcriptomic	gene	0.9851801953519703	0.0005334393403251923	1.0	0.3524993497850268
HSD17B1	transcriptomic	gene	0.9848433816099696	9.180500283714934e-06	1.0	0.552191498357897
IGHG2	transcriptomic	gene	0.984506567867969	0.00020472677629521566	1.0	0.35220356031567984
