name	layer	type	assoc_score	prior_score	path_score	total_score
ALB	transcriptomic	gene	0.9467834287638935	0.741668320809112	1.0	0.8445782010133049
APOA2	transcriptomic	gene	0.9750757830919502	0.14389669778611572	1.0	0.526237048726595
APOC1	transcriptomic	gene	0.9770966655439542	0.05929137426025968	1.0	0.480639840199402
UBC	transcriptomic	gene	0.9962950488379926	0.004292851554495939	1.0	0.455876568712814
PPP2R1B	transcriptomic	gene	0.9996631862579993	0.0008654177233392455	1.0	0.45492564228309407
ACADS	transcriptomic	gene	0.9973054900639946	0.0016904312164563134	1.0	0.45473264159006566
PPARGC1A	transcriptomic	gene	1.0	0.00016291883543019444	1.0	0.45463431936478016
HMGCR	transcriptomic	gene	0.998989558773998	0.0003221338032189742	1.0	0.45444558901284626
ABCA5	transcriptomic	gene	0.9993263725159987	0.000146452328888763	1.0	0.4544416210473936
ECI1	transcriptomic	gene	0.9976423038059953	0.0009750880250760498	1.0	0.45443431268804024
FUOM	transcriptomic	gene	0.9969686763219939	0.001114869681117864	1.0	0.4543268406411536
LDLR	transcriptomic	gene	0.9983159312899966	0.0002978468085089816	1.0	0.45424862497464047
ABCG1	transcriptomic	gene	0.9986527450319973	2.5618358006507175e-05	1.0	0.45419199502218477
MID1IP1	transcriptomic	gene	0.997979117547996	0.0002778988761524859	1.0	0.45414588599099115
RORA	transcriptomic	gene	0.9966318625799933	0.00012170417583503132	1.0	0.4536932557086355
UAP1	transcriptomic	gene	0.9956214213539912	0.0005688071935347678	1.0	0.4536615552021076
PMVK	transcriptomic	gene	0.9949477938699899	0.0006479229130306311	1.0	0.4535209926443776
GAL3ST1	transcriptomic	gene	0.9959582350959919	1.6541344143442147e-05	1.0	0.45345217757753065
ABCA10	transcriptomic	gene	0.9952846076119906	2.353366662445642e-05	1.0	0.4532722749850654
AMDHD2	transcriptomic	gene	0.9946109801279892	9.776383038641189e-05	1.0	0.4531290475787534
IDI1	transcriptomic	gene	0.9932637251599865	0.0007420946543346774	1.0	0.4531130675823607
NR1D1	transcriptomic	gene	0.9939373526439879	0.00024578186757956064	1.0	0.45302606810340373
CGA	transcriptomic	gene	0.9942741663859885	5.5258852262925596e-06	1.0	0.45298687767902945
MED11	transcriptomic	gene	0.9936005389019872	0.00020041701279521212	1.0	0.4529094653438849
PIK3C2G	transcriptomic	gene	0.9929269114179858	5.8849421153801075e-05	1.0	0.45264853007098915
